textID,tweet_text,sentiment
1965719154,trying to fix my internet connection...guess my 'prayers' have been answered and i wont have any study distractions  ugh,positive
1965719354,@ItsPrecious that's meAn,negative
1965719581,@jarnmang  Hope everything ok! Can burr fix this?,positive
1965719756,@abbefied Bummer- that is a bad experience.,negative
1965719918,@thatkidkevin my phone died,negative
1965720001,I dont want to be ugly anymore,negative
1965721435,last day of school and last concert of my life.. wow.. can you say emotional? im really gonna miss mhs..  had graduation practice today..,negative
1965721856,"im in pain, shit",negative
1965722431,@spookygirl what a great project!!! Wish I could have done that with DD1. She's too old now.,positive
1965723464,my phone is dead  this sucks,negative
1965723520,@AdamSchwabe Oh no....Sorry to hear that ....,negative
1965723846,kind of.i'm trying to make sure i have everything yet still look after the boy.hubby isn't home yet,positive
1965724057,"I will miss my City when we leave...priciness, pollution, panhandlers and all",negative
1965724413,"@KSdaisy Oh, that sounds bed..poor girl",negative
1965724779,I hve a blister on my pinky nd it hurts soooo much!,negative
1965725548,Twitter stop being a dick and let me change my background image!  (imagine a shiny NHL ring in the background),negative
1965725562,@Jonasbrothers I like all the songs  I can't say just one guys! love ya,positive
1965725815,@Twinnikkib too late  I'm already on the bus goin home  what the he'll u talkin about drinkin tea????,negative
1965726066,@hughsbeautiful Yes yes she is indeed nuts! ... Like me... though i am not rich  Tut x,negative
1965726238,Stupid storm. No river for us tonight,negative
1965726797,@ryansporn Don't be mad at me.  Please? ::puppy dog eyes::,negative
1965729686,@littlelindseyyy i hate it,negative
1965730089,Just loaned out a set of aerobars to team mate for tomorrow's Texas Cup race at Alkek. Bummed I won't be there.,negative
1965730305,I hate the dryer.,negative
1965730931,too many good shows coming up and no money to buy tickets. fmfl. brand new at the troub?,positive
1965731958,@ericajo42 @saynerd01 oh look! it's our new house in santa barbara! http://i41.tinypic.com/2hi2t4y.jpg  hahha i wish,positive
1965732280,@LDYoung I like them.  Is that weird?,positive
1965732756,@architeuth1s oh no fair.... thats in 9 hours,negative
1965733041,after I said hi how are you she did at double take &amp; left. Damn it I should have let her look around first,negative
1965733621,This day jus keeps getting better and better  FML,positive
1965733632,fucking hates goodbyes,negative
1965733846,"Prayin for dad  in Wellington, FL http://loopt.us/F8_Jqg.t (via @furman27).  I too live in welly. May i pray f.. http://bit.ly/lB9SN",positive
1965734208,phones about to die  ttfn!,negative
1965734829,@jeskamitch Hahah! That was the best! Thank god for Terry he was laughing so hard. I miss him   I remember racing trucks with him that ...,positive
1965734898,@ceciliabedelia i know so lame,negative
1965735639,Unanticipated thunderstorm quashed camping trip,negative
1965736126,Missed the play,negative
1965736181,Just got my marks...  BCIT is the death of me I swear!,negative
1965736799,"I hate to say this, but CLA really should have had a press conference or something today.",negative
1965736985,@britneyxsucks I hope they come,positive
1965737496,My head hurts,negative
1965737976,"whatever. i give up, my phones about to die anyway.  next time",negative
1965738630,@suewaters Sorry - I have failed to grasp your meaning,negative
1965738959,Just got home from a work.. and not looking forward to it tomorrow morning! Oh and tomorrow night! Great,positive
1965739793,"oy, im such a nerd..im writin 2 no1 cuz no1 is followin me  i mean lik sum1 was but their account was deleted due to &quot;strange activities&quot;",negative
1965739865,feels very very sick  hmph.,negative
1965740073,"Oh, I forgot. They weighed me at the Dr. I am at my highest weight ever.",negative
1965740284,It baffles me how much Radio Shack isn't the same Radio Shack I grew up with,negative
1965741023,@StaceMichelle I doubt I'll get one to be honest,positive
1965741241,@Emmaloveshearts Gross! haha it was like the tiniest piece ever but i can taste it like i ate the whole onion eww,negative
1965741911,I'm really nervous about giving a speech at a wedding tomorrow,negative
1965742731,@spjwebster wish @njwebster was coming too  I guess we can make time for you though if we have to ;),positive
1965742902,Today was horrible. My sillyness caused me a whole lot of stress and head ache and it ended up ruining a beautiful sunny day.,negative
1965757790,AHHHHHHHH omg Pridelines got talent is giving me a headache!! wtf omg osn !!! Make it stop mommy make it stop,negative
1965758082,peeling so much!!   ..I feel so bad,negative
1965758611,just wake up.and i got flu  http://plurk.com/p/x2zp6,negative
1965758674,@saragarth Thank yooou! I might have to get it seen to... hm...  xx,positive
1965759106,@cherylsayshi i thought it was just me that was like really hot. My room is too hot to sleep in,negative
1965759204,@markymark7 Omg really??  I sowwy! I'll do it again! :-p I was tired when I did that this morning. :-p lol!,negative
1965759595,@CarlaHanton yea it is.  thanks for the link.,positive
1965759818,home alone on a friday night  doesnt get sadder than that folks,negative
1965760198,"3 days left of school!  For Bryce and Tyler, that's 3 more days of elementary",positive
1965761086,Ew traffic,negative
1965762036,Grrrr....I got the wrong size coat for the sheep,negative
1965762128,I really want to go see UP!  haha. Tooo cute! (:,positive
1965762158,@Jaz_paige aww hey! I didn't know this was you! LOL. I'm sick. No outtie for me.,negative
1965762473,@LesbianDad i really wish i could make it! a 12 hr. drive just isn't going to happen this weekend.,positive
1965762657,missing Tim!,negative
1965763824,"ok, son in bath, so gonna see if I can find some quick quotes.  Gonna miss ya'll this weekend. I'm already gettin sad",negative
1965764625,I left my ipod in the car so now its all warm.,positive
1965765194,@francaiskitty I miss rollerblading down Shoreline.,negative
1965765936,@backseatgoodbye aww...thats a bummer,negative
1965766427,@Chris_pinkapple Not much on for the weekend here. Off to Knox shortly &amp; definitely must get into the garden. It's a wee bit neglected.,positive
1965767349,I think I may have ruined a friendship this week by getting carried away,negative
1965768335,Missing the shotgun match because I was guilted into going to the store with the wife.,negative
1965768525,@snoozen i think i'll be home more than i want to be next week - no work booked in for the forseeable.,positive
1965768764,@marialuvsu i guess ill never have it  but the sad thing is that u didn't put an Alternate e-mail!! cause if u dont remember ur secret,negative
1965769120,@omoly girl i am buying &amp; posting your pressie tomorrow but i have no fucking clue what to get you so i'm sorry if you hate it,negative
1965769470,I'm soooo bored. just fuckin got a new phone and called my man but hes busy and one else bored???,negative
1965770478,@paulatoole Sorry  I wasn't doing the inviting...all single women I think.,negative
1965770978,"Just to drive @tweetie crazy, I miss the big blue selected tweet highlight. I can't tell which tweet is selected anymore",negative
1965771136,@hollay I hate you,negative
1965771606,I don't wanna be single the rest of my life,positive
1965794380,"is bored, cant go on habbo stupid ban",negative
1965795049,I fought Jered to the death to avoid a wet willy.. but he got me anyway.  Q is coming over.. bike ride?,negative
1965795934,"@katrchrdsn Without whipped topping, there is no shortcake.   #shortcakefail",negative
1965796692,@ineska awwww this made me realize I have to take down my bulletin board too!  There's so many memories up there.,positive
1965796825,"feels a sinus headache brewing, but can't take drugs.",negative
1965796997,Goodnight all! No iPod still but found my old MP3 player...we'll see how long it holds out for.  xxx,positive
1965797042,I'm at work!!!! Ugghhhhh someone save me now,positive
1965797149,i dont wanna miss the laker game tonight! i'm so sad,negative
1965797383,I wish I lived closer to the girls.  I'm tryna chill on a Friday night!    (@winonapatron next weekeeend! Drink all day AND night?!),positive
1965798628,@MitaliandMe thanks for trying,positive
1965798852,Now I feel sick.,negative
1965798875,stupid playstation! stupid controllers don't work so I can't play kingdom hearts.,negative
1965801630,I should go shower but FFAF is fucking distraaaaacting,negative
1965801756,Who'd have thought Wallace &amp; Gromit and the team behind Monkey Island could have combined so disastrously?,negative
1965802044,ugh blisters on both my big toes and on both my legs and my shoulders are raw as shit. my life sucks right now,negative
1965802162,Trader Joe's &quot;sushi&quot; is a fail.,negative
1965802193,@KelseyJ_xo  hey chick u alryt u at dads tmoro we sud do sumin aen like last week we neva dun oot this week lol  missed you ha bye hun xxx,negative
1965802250,"my house is so sad looking without all of the furniture, air mattressing it for 2 nights and then I'm officially moved from Knoxville.",negative
1965803123,Bored out of my mind!  LOL,negative
1965804100,i called kris he didn't pick up i feel really bad ha ha,negative
1965804359,@mrsBAUERxo why has it been so long since i have talked to you let alone seen you?? it makes me sad,negative
1965804792,missing his voice,negative
1965805978,Is it sad that I'm a little sad it was the last day of school?  I am so ready to be done with it...but saying goodbye is hard.,negative
1965806027,I guess the relaxing dinner and a movie is out for tonight...I was looking forward to that after my day at work,positive
1965806945,@supjoya they really do. it is a crying shame.,negative
1965807237,The Hangover: That movie is gonna be hilarious. wish i could see it with the crew,positive
1965807738,@Izzy_Cullen oh really!!! i've already put all the pics up!! sorry!!   http://twitpic.com/61oj0,negative
1965808109,well.. all my slacking off earned me a D and a C   but at least everything else are A's and B's ^^  next school year all B's and A's Esh!,positive
1965808218,waiting to go to the movies later for my 6th month. booored.,negative
1965808656,going through security already miss my baby.,negative
1965808715,Ugh have to report again monday,negative
1965808805,Ok so I'm fuckin hungry....!  I'm fat I know..I know..! Aha,negative
1965813450,"Im not doing the hunt, i was in the middle of making it but all my work got erased  sry guys, now i look like a idiot for replying 2 all u",negative
1965813761,Ok so I've now got a bit of a bad back after lifting all drum hardware into my car   downer.,negative
1965814211,@mr_craig Tried to follow one of your #FF recommendations but &quot;have been blocked from following by request of the user&quot;,negative
1965814223,"my sisters fucking pc, just blued screened me",negative
1965814935,@DelbertShoopman Good luck with the footage - none of the stations are breaking in live with it,positive
1965815375,@mitchelmusso i keep trying to get through but i cant,negative
1965815511,@trishaanyndhita but i love adriana,positive
1965815563,"Just wrote another song, but i ran out of ideas so this one is a bit crap",negative
1965816138,@dinosuit  Idk. I'm only a stupid 7th Grader,negative
1965816400,@Deztini tolddd you there was thunder! ew now it's all rainy D: i'm scared!,negative
1965816492,Bah a coworker ran into work late and her bag smacked into my knee  it really hurts now,negative
1965816525,@GrowWear Unfortunately for us it looks like there are NO funny people on twitter  Should we move to FB or start our own...flitter,negative
1965816675,@hughsbeautiful Is beastypops tired? I wish i was. My tablets are just making me want to throw up!,negative
1965816953,@tbake CRAP. I always forget you are on here,negative
1965818291,has made a decision and will stick to it although I'm really not sure it's the right one,negative
1965818870,@casper1201     my bracelet broke today too.,negative
1965819208,can I just go to sleep and wake up in December when my house is all organized and the baby is here?.. feeling like poo today,negative
1965819659,"thers not many peole tweeting tonight... well suppose it is friday...evry normal person is out partyin, but im skint",negative
1965820156,"The internet is just being a big fail for me today-- not only is Twitter its usual semi-flaky self, but Facebook and VRBO.com, too  Boo!",negative
1965820414,Looking for the @japadog in Coal Harbour. Can't find it!,negative
1965820806,"@Goatzilla nooo, poor cat  he just wants a cuddle... or food, its hard to tell",negative
1965821114,My car has an alarm &amp; immobiliser so it makes it incredibly complicated AND costly! I have no key code neither for the immobiliser.,negative
1965821351,@nicca_ no idea what that means bb,negative
1965821542,ugh... my back is killing me.,negative
1965821820,&quot;your true theatre calling? - musical theatre actor&quot;  i wish :'( xxx,positive
1965821973,"Great. Now there's a cloud that's really, really dark grey right outside my office window. This sure has a lotta precip with it.",positive
1965822371,@tommymercedes wish i was but im in chicago,negative
1965822845,just left &amp; already misses Nashville  be back sunday,negative
1965823383,@Kristen_Oyler Poor little woman with her smushed in head,negative
1965823468,"I am increasingly convinced that I am moderately lactose-intolerant - given my deep and abiding love of cheese, this totally sucks",negative
1965823477,I think I lost all of my blog posts,negative
1965823905,Iï¿½m really desappointed...,negative
1965824234,Bored to tears without my boys! They are at their dad's for a week,negative
1965824267,I am going to be sooooo busy today it's not funny. i hate busy day's,negative
1965824564,@igotyourcrazy waaaaayyyyy too hot for that,negative
1965826251,Ahh! Members of the toasters and @dubisaweapon playing with void union! Sick! I missed @royalcityriot and we are the union,negative
1965826254,"At this point, I'm gonna be left here with only Tommy. He is no prize.",negative
1965826977,I'm sick and sad .... missing out on Martini Lounge tonight,negative
1965828636,@RobertPound not my groom!  think i'll die an old maid! lol,negative
1965829137,aww i feel bad cause i dunno if nicole is in the city looking for me. she's probably worried  srry hun,negative
1965829153,"Dear rain, you suck. Now I gotta change my plans for tonight",negative
1965829473,sunburnt again,negative
1965829682,Here's a big moan for Dave Leyrock... IM UP IN 8HRS!  pity me! Coloursfest ahoy xo,negative
1965830097,"@naontiotami No, but I missed you",negative
1965831301,@gregorybayne I'm so sad I wish I was going to,negative
1965831470,24 hours and $400 later and I hav a new telecom phone that dosent work.  Stupid telecom,negative
1965831787,@funtimeshelly sorry to hear about your dog,negative
1965831812,Can't beat all time low.. (: I soooooo want to go to Metro Station..  Your cheap shots wont be able to break bones,negative
1965834123,@SexyShaq it starts @ 6. But we will be there until they throw us out. Traffic will be crazy!,negative
1965834376,"this is the worst day ever, i've been told im a chav",negative
1965834646,been in bed for two days with migraines,negative
1965834891,@Jessimikuh go and see my puppy! I don't want to be there alone,negative
1965835248,theres too much light pollution to see the stars,negative
1965835451,i really miss my satan kitty,negative
1965836043,@nofearentertain Just read up on your Mom   Hope she's okay!!,positive
1965836440,Cleaned out me Followers List and blocked the porn girls &amp; Crap Now I look like a spammer,negative
1965836542,Im not friends with anyone anymore,negative
1965836580,"Bears, beets, and... shit, never mind   How about SG1, take-out, and wasabi vodka with ginger ale and lime...",negative
1965837993,i hate stupid boys! arrgh,negative
1965838657,OMG Great Day Today Went To A Art Thingy  And Noe I Really Want A Zune HD  And The Bed Part Its Raining  Come Out Mister Sun,positive
1965839418,@IsoBan ... i hate it so much.,negative
1965839680,"@MileyCyrus: Oh. The voting is over!  But don't worry, I already voted for you about 100000000000000000000000000000000000 times earlier!!!",positive
1965840085,i should have run today  but i let my slight aches be a bad excuse    i'll make it up tomorrow go 5.5,negative
1965840244,Ive got mad cramps in my legs,negative
1965840326,Aw one of our fishies died,negative
1965841493,@JusLisaE what a damn shame all that body to waste,negative
1965842296,my puppy is sick,negative
1965842677,@RyanKil did you not think of texting me that!? I've just read it now lol! Figured out the html on my own.,positive
1965842760,@Omarion5sho i like OGBERRY,positive
1965843345,@mitchelmusso Hey Mitchel when will you be live again? I didn't get a chance to call you,negative
1965843502,milkshake + hot day = unsettled stomach,positive
1965849456,@selenagomez we'll miss you! I'm sad I didn't get to meet you,negative
1965849841,hoping that one day i will be able to go on dates with my 26 year old boyfriend without his parents...,positive
1965850031,my dark knight dvd is missing   i'm pissed,negative
1965850181,Sorry for the delay in publishing this weeks show  Some technical difficulties during encoding. Will be out asap but may be Saturday.,negative
1965850226,i wish i was in cali wit mari nd lupita seeing vfc  not fair,negative
1965850285,"June is going to be a long, lonely month.",negative
1965850430,@selenagomez aww  but we miss you here in the USA.,negative
1965850432,I feel like my dream just got crushed,negative
1965851060,And now im all hungry and thirsty. and too afraid to go downstairs...,negative
1965851069,"@mitchelmusso I kept calling and calling, but never got through",negative
1965851200,"@JYoungS2TS Yaay! I was supposed to go, but I missed it",negative
1965851309,I have a farmers sunburn! Ahhhh!,negative
1965851634,I hate not getting e-mail's  going to do other stuff now...ice my toe (long story) and have some calpol (cold :S) soooo night xxxx,negative
1965852527,Home w/bae &amp; Myka.. He's so meann,negative
1965852800,@Keiyaunna grrrrri want you to come  kiss justice for me !!!,positive
1965853667,Trying to get to sleep but mum is blaring Les Mis really loudly in the sitting room,negative
1965854423,absolutely gutted that i'm not going to badu tonight.  you guys have fun...! just got home and need to head downtown now. gd this heat!,negative
1965855422,wow 2 months since i've been on twitter... supposed to go see Maat in PA but the James is sleepin,positive
1965855495,is gonna be mad hungry when I get home. Forgot my money...,negative
1965856015,AT&amp;T cheated the system and now I have no Green Day tickets  Damn you AT&amp;T!,negative
1965856088,It is Gloomy outside. It is making me sad  I miss the sun and its happiness!!,negative
1965856306,@mitchelmusso I wish I was able to talk to you.,positive
1965856454,"@Russzart Ohh noo. Joshua im sooo sorry i was out ,im really sorry i didnt get to see you :''( please forgive me  I'm sorry &lt;3",negative
1965856967,@vickytcobra i'm sorry your day wasn't so good  does it make you feel better to know you're beating oprah on ms twitterworld?,negative
1965857486,"@TheStevieOs Yes it's herrrrr.  Dude, I'm gonna fucking cry.",negative
1965858398,@JennycLiu Oh yah! My dad does that. But I don't have a landline.,positive
1965858458,My best friend is away at special olympics . She said she was gonna bring me .,positive
1965859652,*moment of silence* for the Budget i'm bout to b on  I spend wayyy to much $$$.... OMG! I'm on a Budget?!?!,negative
1965859955,@2Serenity No FAIR!,negative
1965860038,"@mitchelmusso I'm so sad I missed your calling time, I got home from practice too late",negative
1965861014,"Going home to enjoy what is left of the day - I can't believe how quickly this week flew by, no time for tweets",positive
1965862694,"Darn it, I'm craving wedding cake... a craving that's very hard to satisfy with anything else!",negative
1965868857,heyheyheyheyehyeyyyyyyyyyyyyyyyy noo tokio hotel tshirts im friad omg shame,negative
1965868899,@gerardoudi hey Gerardo! (late response) that day i was talking bout forgiving my brother 4 givin me wrong directions! i got way to upset,negative
1965869195,OH NO TODAYS JAY LENOS LAST SHOW!!! WE'LL MISS U MR. LENO,negative
1965869243,My head hurts because that air freshner is the most horriblel scent ever.. Im super grossed out!!!!,negative
1965869419,@derwendtde so sorry about that  I have the same issues...LOL. My weekend started about an hour ago!!!,negative
1965872214,@dreamergirl822 it's really gutwrenching.  So sad,negative
1965872791,Visiting family in hospital = not fun,negative
1965872822,It SUCKS when my playmate is MIA all weekend.  Sad,negative
1965873018,@brittaniethekid   But he's so adorable.,positive
1965874017,"@jimyvr Yeah, and that's where everything becomes difficult and generalisations break down. Not an easy problem  .",negative
1965874121,@brittaniethekid I GET IT.  YOU ESPLAINED IT TO ME AWHILE AGO.,negative
1965874598,@siwhitehouse Didn't work for me  Except when I used the word autofollow and got followed by an bot selling an autofollow program.,negative
1965875074,is having trouble breathing through the pain..and now i have a damn fever...   (^~^)&lt;^&gt;,negative
1965875252,"Power Outage, door to freezer propped open, 3G ice cream make for slippy floor  M-er F-er!!",negative
1965875938,"My nose is chapped, yuck",negative
1965876397,@reddevilleanne aww  i guess not that many people are online though...,negative
1965876629,"well no phone today, we are waiting till June 9th to get a better deal sooooo  but its all good",positive
1965876812,@MsHollywoodDiva hahahaha your watching 106 too... i miss Oceans 10...,negative
1965877094,@Owl311 thanks,positive
1965877381,"@MirandaBuzzfans dont worry, i will. i HATE it when nobody comments on my pics",negative
1965877530,Kill me now I'm so sick    n it's Friday night!!,negative
1965877954,My Tummy Hurt,negative
1965878086,and i wish i gave you one last kiss,positive
1965878527,"I love @mitchelmusso very much  I called him, but he was talking to other fans  I love you a lot Mitchel! I'll see u in El Cajon. June 7",positive
1965880412,Nothing 2 do 2nte  Boooooooo! I'm totally bored!,negative
1965880541,@amalah I am very jealous.  I was supposed to go see it in Seattle with a friend this summer but she had to bail out because of work,negative
1965886513,@NikkiBenz cool !! actually i believe T.I. has just begun his jail sentence in arkansas,positive
1965886627,@FernShadow I'd just plain go crazy,negative
1965887145,"@Dani___ okay, i'll finally get to meet Dia! that's her name, right? oh geez i'll feel so stupid if it's not.",negative
1965887225,"@ahr19 Yeah, I'm behind on my classic cinema calendar-making. I haven't had time to go see any anyway.",negative
1965887775,"@LorrisB As appealing as that is and the fact I would hop on it pretty quick, I dont wanna impose on your sacred bday hun with ur friends",positive
1965888230,stupid wireless!!,negative
1965888329,Starting to get annoyed with socialscope. Need an update,negative
1965888640,the tip of my finger hurts  lmao,negative
1965888791,my tummy kinda hurts!,negative
1965889033,i feel extremely depressed right now.,negative
1965890781,Ugh I'm tired,negative
1965891287,@selenagomez aww  cant wait to have you back in LA! &lt;333,positive
1965891466,@KDVCashville omg that was my twin sister's fav song,positive
1965891491,"Gary Just tried the Ommegang Chocolate Indulgence: no chocolate, no indulgence, just ... metallic.  Best I can... http://ff.im/-3o7RV",positive
1965891708,@symphnysldr what's goin on hun?  I'm worried about you,negative
1965891720,@whore_hay The Twitter Happiness score for sw00p is: 418. http://happytweets.com I think I dropped by 1 point since yesterday.,negative
1965892149,Poor Johnny is sick   Looks like he'll be going to the vet tomorrow,negative
1965892648,last day of school  so sad,negative
1965893082,"For some reason, Corona Light tastes so much better when I am with you than it does when I am alone.   http://twitpic.com/67wa0",positive
1965893112,i have a headache,negative
1965893956,Nursing my sick guniea pig back to health  and my cat is being jealous,negative
1965894090,My dreams have been crushed...Spock does not like the ladies.,negative
1965894486,Really big spider on the floor two metres away from me  am actually a little scared.,negative
1965895020,"I hate dreaming that your at some awesome party and you wake up at home, there was jager at the party too",negative
1965895135,Anybody else experiencing painful slowdowns with facebook?,negative
1965895605,Oh No!!!! I must be gettin old!!!! My mom use to watch this show....I miss her,negative
1965895701,http://twitpic.com/67wb4 - Gotta a show on Monday at 9.... hopefully my head will be better by then....,positive
1965895739,@mitchelmusso i'm about to have to hang up   my fone is getting to hot,negative
1965895851,Okay i feel really sick now,negative
1965896660,i just learned the hard way that FireWire 800 isn't backwards compatible with FireWire 400,negative
1965896725,ended up face to face with a bear on 181 driving home this evening.  Sadly he took off into the woods before i hauled out my cameraphone,negative
1965898144,"@Candypants2 we did! They came out cold  The cheese sauce was good, though.",positive
1965898562,i miss dooooooodddddiiiieeee,negative
1965900998,I regret not going to the Movie audition today  Seems like my neighbors are gonna get a call back .  http://myloc.me/21RK,negative
1965902305,"@jeanettesanchez lucky you, all we've had is rain in the city today  enjoy! ;)",positive
1965902531,@loldarian OMG SO srry to hear that,negative
1965902692,@Jayme1988 Hi SweetiePie!! It's Friday night and I'm .... missing my sidekick &amp; his slippers.  It's just not Friday night w/o him.,negative
1965903605,Fuuuuuuuudgeee I burned my finger with oil! It hurts,negative
1965903730,@Rosellyanna lol i know  and haha..did you fall asleep?? or just get bored of shaun :p joke,negative
1965903891,This is dumb. I keep losing followers!,negative
1965903920,I am so bored.  My homework is done for my master's program and It's Friday nite wit nutin to do.,negative
1965904140,?sucks!?..,negative
1965904240,big sis moved out 2day  its gna b weird without her! X,negative
1965904347,acsvxdcbgfn soccer now. shall see young phoebe after D: I don't want her dressed up though,negative
1965905167,@kraez2001 http://twitpic.com/67w20 - Jordan baby was talking to me!!!! I wish I coulda met you!! ugh,positive
1965905603,Can't believe preseason doesn't start until August  football with drawls..,negative
1965905714,"Oh, are we pushing the #GQMF trend tonight? Awesome. (I am woefully behind on my ontd_startrek reading  )",positive
1965907125,"@aimzy24 I'm sorry, but x-men sucks... in a bad way!  ;p",negative
1965909051,"... I want to die. I want to TAKE my own life, forever. She's trying to get me to do a duet.",negative
1965910428,Ugh.  Las #vegas airport is at a &quot;ground stop&quot; which means I'm stuck in the plane on the tarmac (again) at LAX.,negative
1965910871,my sister just ripped my heart outta myy fukkn chest.  im super hurt right now. she's all i ever needed in this life.,negative
1965911304,aleesha's piggy died  she can't catch a fucking break man,negative
1965911496,"Well, Sacramento, I hope you appreciate Rivkah Sass &amp; treat her well. I'll be sitting here in Omaha, pouting",positive
1965913691,"@requin they really do need to mind their own business, eating disorders are NOT the only reason people have to vomit, assholes",negative
1965914375,left my phone at home and wont get it back till 4am. dont call me!!,negative
1965914590,"I had a realization today, and it made me sad  But at least the healing can begin.",negative
1965914745,"Um. Why can't I write smut tonight? I like smut. I want to write smut. Yet, nothing. No smut.",positive
1965914946,"@dougiemcfly get better omg i still dont believe that i didn'tgot a picture with you  it's soo sad, i don't now when i'm gonna see u again",negative
1965915051,Goddamn bloody stress and shit sending my body haywire,negative
1965915618,"Two months ago, I became worthless.",negative
1965915677,@saamanthajaane :o exams. YUCK    that will be hectic!,negative
1965916005,@marsacademy *HUGS you*  awwww......i'm sorry you are feeling sad E!,negative
1965916547,@no_surprises unfortunately yes,negative
1965916721,@mlexiehayden How would I know if u didn't tell me??? Too busy cakin to pay me any attention,negative
1965917000,"@LSOLO ..ok brother...did you change your num and not give it to me, AGAIN??? smh..you no good dude",negative
1965919886,"@babyjidesign: what a cute pic of the girls, and so vibrant.  I didn't get anything cpeven close.",positive
1965920475,@natsolovelyx3: I knowww yur mother is being a bitch and she doesn't want to take me to the movies  bitch,negative
1965921144,@HimOverThere aww noooo that doesn't sound too great,negative
1965922178,shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit advanced databases in 8 hours and 13 minutes  fail,negative
1965922274,@DirtyDizco Maaan if I was in pain I'd come. I wanna come  eat some 4 me lol *rolls eyes*,negative
1965922477,@Kdpartak the ordered me a new blackberry to arrive TUES! I may die between now and them without phone  I have withdraws already,negative
1965922894,iPhone is doing that &quot;not opening downloaded apps&quot; thing and I forgot my cord at home,negative
1965923026,@_juliamarie people just don't appreciate nature. it's sad. did the lil dude survive?,negative
1965923339,@TwoSteppinAnt Damn,negative
1965924157,"@tellie_jean Now that I think about it, when I get to the States, they'll probably still be touring, so they won't be there  Dammit!",negative
1965924239,@mattpicasso iPhone is doing that &quot;not opening downloaded apps&quot; thing and I forgot my cord at home,negative
1965924995,I will miss the soccer moms,negative
1965925003,i have poop on my shirt and a insanely cracked screen on my iphone. daaaang.,negative
1965925278,oh and #antiboyle didn't work out either  never too much of a bad thing eh uk eh,negative
1965925569,iamkiara__  im so sick  I fell over last night outside coz I was putting something in the bin,negative
1965926082,A little irked at the moment,negative
1965926769,@CaitEggers I need one too.,positive
1965927181,@hollingsworth yum. Do you do home delivery,positive
1965927768,"I'm fighting off feeling sick. Hoping it's just tired. I'm really not feeling too well, though",negative
1965928491,Greenville Drive games just aren't the same without the &quot;Baseball Guy&quot; clown.,negative
1965930331,Aww I have a tummy ache,negative
1965930393,how sad was Hollyoaks,negative
1965930508,driving past Tattered Cover w/o stopping  promising myself to make time next week.,negative
1965930557,@iamkiara__  im so sick  I fell over last night outside coz I was putting something in the bin,negative
1965931057,@TFEB nope  we only have one really good cuban place... i'll have to ask them...,positive
1965931436,11 Days left until freedom. I really just want to get through this weekend. I hate essays.,negative
1965931507,Exhausted after a 58 hour work week,negative
1965931951,Driving home to trade cars  hopefully it makes it! http://myloc.me/21SL,positive
1965932139,@AnalystAlterEgo i have bad news... i have to go take the dog for a walk--they're upset w/me!,negative
1965932148,"Drat. All my land boots died at once. I think of boots like parsley- one going to seed, the other first season. What to do now?",negative
1965932544,@pcdnicole so sad u cancelled silverstone show  better see u in sandown park!,negative
1965933009,@xx_Megan_xx Same! Like the kisses on nights when she wasnt up for eviction! They were very badly edited,negative
1965933183,Misses her work peeps,negative
1965933233,"has just finished reading Twilight and thought it was crap...okay, it was alright...okay, i love it and really wanna read the next one",positive
1965933258,"Now that I think about it, when I get to the States they'll probably still be touring so they won't be at home  Dammit!",negative
1965933552,I don't feel well at all,negative
1965933623,there is poor lost duck outside of Olive Garden. that makes me sad,negative
1965933627,what am i gonna watch after BGT  bad times,negative
1965933726,It's too hot!! Thermometer showing 25c at the moment,negative
1965934622,Month end... still stuck in my office waiting for the stragglers to get there s#!t together.,negative
1965934834,Ugh work sucks. I could be with sher right now,negative
1965936517,Feeling pretty tired and lonely,negative
1965936519,@Susan_Ferman that's so weak!!  facebook fail,negative
1965936554,"Panda express, it's been so long. I've missed you",negative
1965936936,Just took $10 off a guy who thinks he can bluff three times in a row and get away with it. Now back to showing how shit my work is,negative
1965937831,leather jackets=uncomfortable....not my thing,negative
1965937898,"@WordofSouth Damn brah, u not happy?",negative
1965939847,@SuperNinjaMax noooooooooo my parrents found my stash,negative
1965939888,"Ugh, migraine.",negative
1965940226,Didn't get to go wakeboarding  but i'll be good cause i'm having a lush night!,positive
1965940539,cowering from pain,negative
1965941717,"... And, I was the only person who stood up for them. The world is full if spineless cunts. This makes me sad",negative
1965942344,tried to swat a fly with my Buddhist magazine... bad karma,negative
1965943120,@ESQUIRE8 OMG I am @ the hair salon. *tears*  I hope I get out of here soon. We watching the Real House wives of NYC in here.,positive
1965943993,hm i'm happy but i want to join drama practice today !,positive
1965944182,"@JVB Thanks, I just found a article that say i cannot join you because i am in the UK though",positive
1965945250,@ArtOfDying any chance you might come back to moncton? i had to miss the show tonight,negative
1965945884,"@itsSamaraMorgan Gosh, no need to be so rude.",negative
1965946994,I don't feel good,negative
1965948138,@StephenMulhern I'm absolutely jealous as hell of Brenda,negative
1965949409,@ladyjori whaaaat what about your house? You've been working so hard on it!,negative
1965950185,i feel sad for you elizabeth.,negative
1965950426,@alex_navarro I wish this area offered chinese food delivery,positive
1965950517,It's a sad day when Christian Lacroix has to file for bankruptcy,negative
1965951169,feels f*cked! and feet are aching  need my beeeeeddddddd!!!,negative
1965951190,Dosen't Want To Go To Work Tomorrow,negative
